# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jul 24 19:39:48 2019
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_prad,koi_teq,koi_steff,koi_srad
5475735,K04167.01,,FALSE POSITIVE,2.991948230,,,,
9402583,K04168.01,,FALSE POSITIVE,0.536544193,,,,
7838675,K04169.01,Kepler-1561 b,CONFIRMED,1.005205893,,,,
8700537,K04170.01,,FALSE POSITIVE,43.796785000,,,,
10858785,K04171.01,,FALSE POSITIVE,0.952371227,,,,
9640907,K04172.01,,FALSE POSITIVE,1.089088292,,,,
9490653,K04173.01,,FALSE POSITIVE,1.227986164,,,,
3328027,K04174.01,,FALSE POSITIVE,2.115488830,,,,
9640931,K04175.01,,FALSE POSITIVE,2.178151960,,,,
5125196,K04176.01,,FALSE POSITIVE,342.315407000,,,,
9640962,K04177.01,,FALSE POSITIVE,1.089077224,,,,
5197233,K04178.01,,CANDIDATE,7.016016000,,,,
10936786,K04179.01,,FALSE POSITIVE,0.569961046,,,,
6938264,K04180.01,,FALSE POSITIVE,1.121634781,,,,
9899315,K04181.01,,FALSE POSITIVE,1.332569790,,,,
9899315,K04181.02,,FALSE POSITIVE,164.689421000,,,,
9541089,K04182.01,,FALSE POSITIVE,0.536650896,,,,
10858737,K04183.01,,FALSE POSITIVE,0.952378454,,,,
6752002,K04184.01,,CANDIDATE,6.080037140,,,,
7257966,K04185.01,,CANDIDATE,3.035206175,,,,
9406892,K04186.01,,FALSE POSITIVE,2.213164370,,,,
3124598,K04187.01,,FALSE POSITIVE,7.071623080,,,,
6879171,K04188.01,,CANDIDATE,6.963526990,,,,
9897364,K04189.01,Kepler-1562 b,CONFIRMED,64.272908800,,,,
12505503,K04190.01,Kepler-1563 b,CONFIRMED,3.432737100,,,,
3548639,K04191.01,,FALSE POSITIVE,13.845272600,,,,
9828127,K04192.01,Kepler-1564 b,CONFIRMED,18.054146900,,,,
9828127,K04192.02,,CANDIDATE,32.027316900,,,,
9092496,K04193.01,,FALSE POSITIVE,94.180473000,,,,
5644412,K04194.01,Kepler-1565 b,CONFIRMED,1.538185321,,,,
9959545,K04195.01,,FALSE POSITIVE,1.332567643,,,,
8179190,K04196.01,,FALSE POSITIVE,0.662457501,,,,
9777724,K04197.01,,FALSE POSITIVE,1.332584580,,,,
9072639,K04198.01,,CANDIDATE,1.182862515,,,,
5340878,K04199.01,Kepler-1566 b,CONFIRMED,0.539915033,,,,
10273903,K04200.01,,FALSE POSITIVE,372.543530000,,,,
6119921,K04201.01,,FALSE POSITIVE,245.019020000,,,,
5084171,K04202.01,Kepler-1567 b,CONFIRMED,153.979362000,,,,
3834317,K04203.01,,FALSE POSITIVE,2.180790980,,,,
10593535,K04204.01,Kepler-1568 b,CONFIRMED,20.925408300,,,,
3450040,K04205.01,,CANDIDATE,1.166960319,,,,
8487805,K04206.01,,FALSE POSITIVE,0.530959357,,,,
9456281,K04207.01,,CANDIDATE,0.701944362,,,,
5129453,K04208.01,,CANDIDATE,3.057726680,,,,
7918478,K04209.01,,CANDIDATE,9.909210900,,,,
11390109,K04210.01,,FALSE POSITIVE,398.409570000,,,,
5078025,K04211.01,,FALSE POSITIVE,0.696286519,,,,
5078025,K04211.02,,FALSE POSITIVE,0.696290095,,,,
1724719,K04212.01,Kepler-1569 b,CONFIRMED,5.791799340,,,,
1724719,K04212.02,,CANDIDATE,10.098963400,,,,
5632701,K04213.01,,FALSE POSITIVE,3.675153290,,,,
10549924,K04214.01,,FALSE POSITIVE,0.715825886,,,,
9366617,K04215.01,Kepler-1570 b,CONFIRMED,26.548729400,,,,
6187341,K04216.01,,FALSE POSITIVE,0.492291661,,,,
5702637,K04217.01,,FALSE POSITIVE,1.038896100,,,,
8309169,K04218.01,,FALSE POSITIVE,293.768870000,,,,
4678919,K04219.01,,FALSE POSITIVE,1.878853270,,,,
5563080,K04220.01,,FALSE POSITIVE,0.785473311,,,,
6364067,K04221.01,,FALSE POSITIVE,5.243898200,,,,
9183378,K04222.01,Kepler-1571 b,CONFIRMED,3.385574450,,,,
11188254,K04223.01,,FALSE POSITIVE,2.754024000,,,,
1724513,K04224.01,,FALSE POSITIVE,1.975208831,,,,
9535876,K04225.01,,FALSE POSITIVE,0.960843605,,,,
9491832,K04226.01,,CANDIDATE,49.564693000,,,,
7816665,K04227.01,,FALSE POSITIVE,4.292582580,,,,
9535881,K04228.01,,FALSE POSITIVE,0.960842633,,,,
11616596,K04229.01,,FALSE POSITIVE,14.589392800,,,,
9872831,K04230.01,Kepler-1572 b,CONFIRMED,5.495485330,,,,
6383595,K04231.01,,FALSE POSITIVE,24.909743600,,,,
11509504,K04232.01,Kepler-1573 b,CONFIRMED,2.615765150,,,,
6599949,K04233.01,,FALSE POSITIVE,409.245200000,,,,
11611275,K04234.01,Kepler-1574 b,CONFIRMED,6.942452160,,,,
10794974,K04235.01,,CANDIDATE,66.643456500,,,,
2449101,K04236.01,,FALSE POSITIVE,0.739761008,,,,
7259249,K04237.01,,FALSE POSITIVE,0.950735805,,,,
8678691,K04238.01,,FALSE POSITIVE,369.819993000,,,,
9640924,K04239.01,,FALSE POSITIVE,2.178159350,,,,
9593773,K04240.01,,FALSE POSITIVE,3.133935600,,,,
9285568,K04241.01,Kepler-1575 b,CONFIRMED,2.553150310,,,,
9514372,K04242.01,,CANDIDATE,145.786556000,,,,
9777757,K04243.01,,FALSE POSITIVE,1.332542120,,,,
5097454,K04244.01,,FALSE POSITIVE,1.288066288,,,,
12737015,K04245.01,,CANDIDATE,24.668383100,,,,
5177859,K04246.01,Kepler-1576 b,CONFIRMED,6.984721430,,,,
5177859,K04246.02,,CANDIDATE,8.756306280,,,,
8482059,K04247.01,,CANDIDATE,349.410470000,,,,
4568117,K04248.01,,FALSE POSITIVE,0.562563871,,,,
3650049,K04249.01,,FALSE POSITIVE,397.736990000,,,,
9641076,K04250.01,,FALSE POSITIVE,2.178186990,,,,
8741470,K04251.01,,CANDIDATE,6.239683920,,,,
10525049,K04252.01,,CANDIDATE,15.571412100,,,,
9202434,K04253.01,,CANDIDATE,173.257837200,,,,
8487645,K04254.01,,FALSE POSITIVE,0.530967987,,,,
10407482,K04255.01,Kepler-1577 b,CONFIRMED,6.305583870,,,,
5817613,K04256.01,,FALSE POSITIVE,4.205860800,,,,
7901016,K04257.01,,CANDIDATE,41.675750900,,,,
7115925,K04258.01,,FALSE POSITIVE,0.566801617,,,,
5785279,K04259.01,,CANDIDATE,0.909127736,,,,
7429287,K04260.01,,FALSE POSITIVE,371.633270000,,,,
7429287,K04260.02,,FALSE POSITIVE,101.889228000,,,,
7429287,K04260.03,,FALSE POSITIVE,358.660440000,,,,
7429287,K04260.04,,CANDIDATE,84.799829000,,,,
10526887,K04261.01,Kepler-1578 b,CONFIRMED,1.450889836,,,,
9641144,K04262.01,,FALSE POSITIVE,1.089076495,,,,
8572168,K04263.01,,FALSE POSITIVE,1.662710314,,,,
12509829,K04264.01,,CANDIDATE,0.888478095,,,,
7368137,K04265.01,,FALSE POSITIVE,2.182420020,,,,
9027841,K04266.01,,FALSE POSITIVE,0.503999678,,,,
7450747,K04267.01,,CANDIDATE,2.208296370,,,,
7826620,K04268.01,Kepler-1579 b,CONFIRMED,0.849906734,,,,
8890924,K04269.01,,CANDIDATE,26.656573700,,,,
8890924,K04269.02,,CANDIDATE,4.440854100,,,,
8483241,K04270.01,,FALSE POSITIVE,373.722570000,,,,
5992210,K04271.01,,FALSE POSITIVE,0.641069613,,,,
9302543,K04272.01,,FALSE POSITIVE,1.214751680,,,,
9716028,K04273.01,,CANDIDATE,17.373182100,,,,
6223324,K04274.01,,CANDIDATE,1.975074240,,,,
3336845,K04275.01,,FALSE POSITIVE,0.996864568,,,,
6026924,K04276.01,Kepler-1580 b,CONFIRMED,56.644452000,,,,
6525280,K04277.01,,FALSE POSITIVE,1.710319812,,,,
4861784,K04278.01,,FALSE POSITIVE,5.629780340,,,,
5876360,K04279.01,,FALSE POSITIVE,1.050852976,,,,
5026326,K04280.01,,FALSE POSITIVE,1.397725450,,,,
5512580,K04281.01,,FALSE POSITIVE,383.008060000,,,,
11670599,K04282.01,,FALSE POSITIVE,0.847588864,,,,
6359820,K04283.01,,FALSE POSITIVE,331.815340000,,,,
10156055,K04284.01,,FALSE POSITIVE,2.428035030,,,,
8418018,K04285.01,,FALSE POSITIVE,372.948440000,,,,
5024177,K04286.01,,FALSE POSITIVE,0.787120016,,,,
11081504,K04287.01,,CANDIDATE,13.122972750,,,,
11081504,K04287.02,,CANDIDATE,9.618311100,,,,
4548011,K04288.01,Kepler-1581 b,CONFIRMED,6.283840790,,,,
4548011,K04288.02,,CANDIDATE,9.087452060,,,,
4548011,K04288.03,,FALSE POSITIVE,4.327440480,,,,
4548011,K04288.04,,CANDIDATE,13.950956500,,,,
5983532,K04289.01,,FALSE POSITIVE,441.877824000,,,,
5868793,K04290.01,Kepler-1582 b,CONFIRMED,4.838094690,,,,
8483021,K04291.01,,FALSE POSITIVE,361.914360000,,,,
10063208,K04292.01,Kepler-1583 b,CONFIRMED,9.328191200,,,,
5817533,K04293.01,,FALSE POSITIVE,4.206109000,,,,
7681230,K04294.01,,FALSE POSITIVE,0.962590772,,,,
7596240,K04295.01,Kepler-1584 b,CONFIRMED,13.399755500,,,,
7661893,K04296.01,,CANDIDATE,2.493853480,,,,
12107008,K04297.01,,FALSE POSITIVE,5.937256280,,,,
2852941,K04298.01,,CANDIDATE,2.894947090,,,,
2852941,K04298.02,,FALSE POSITIVE,11.579581620,,,,
8508126,K04299.01,,FALSE POSITIVE,0.980505042,,,,
8507475,K04300.01,Kepler-1585 b,CONFIRMED,3.582738370,,,,
8773015,K04301.01,Kepler-1586 b,CONFIRMED,15.604841000,,,,
8773015,K04301.02,,CANDIDATE,6.319159990,,,,
6290935,K04302.01,,CANDIDATE,5.533120060,,,,
12734396,K04303.01,,CANDIDATE,200.721168000,,,,
11612280,K04304.01,Kepler-1587 b,CONFIRMED,9.406136400,,,,
5536715,K04305.01,,FALSE POSITIVE,0.935086665,,,,
8149484,K04306.01,,FALSE POSITIVE,1.489457454,,,,
3558849,K04307.01,,CANDIDATE,160.850075000,,,,
11151677,K04308.01,,FALSE POSITIVE,0.720460644,,,,
11037128,K04309.01,,FALSE POSITIVE,3.794872100,,,,
7103919,K04310.01,,CANDIDATE,10.776994400,,,,
8645191,K04311.01,,FALSE POSITIVE,0.918921494,,,,
10722485,K04312.01,Kepler-1588 b,CONFIRMED,7.849318770,,,,
9717958,K04313.01,,FALSE POSITIVE,67.712598800,,,,
8128067,K04314.01,,FALSE POSITIVE,12.428557600,,,,
10342248,K04315.01,,FALSE POSITIVE,0.933734580,,,,
9777290,K04316.01,,FALSE POSITIVE,1.332519480,,,,
8548427,K04317.01,,FALSE POSITIVE,168.846630000,,,,
9286088,K04318.01,,CANDIDATE,14.816292500,,,,
6289344,K04319.01,,FALSE POSITIVE,160.412202200,,,,
5095082,K04320.01,,CANDIDATE,20.657944300,,,,
12418891,K04321.01,,FALSE POSITIVE,0.760941405,,,,
7698701,K04322.01,,FALSE POSITIVE,370.902370000,,,,
7698701,K04322.02,,FALSE POSITIVE,321.550870000,,,,
5385410,K04323.01,,CANDIDATE,11.495895670,,,,
5385410,K04323.02,,FALSE POSITIVE,12.425031900,,,,
9910942,K04324.01,,FALSE POSITIVE,8.480332600,,,,
7749002,K04325.01,,CANDIDATE,0.609926502,,,,
10924340,K04326.01,,FALSE POSITIVE,0.750744255,,,,
5371777,K04327.01,Kepler-1589 b,CONFIRMED,0.991659646,,,,
3545583,K04328.01,,FALSE POSITIVE,407.594150000,,,,
12456063,K04329.01,,CANDIDATE,17.800781500,,,,
8374741,K04330.01,,FALSE POSITIVE,358.101884000,,,,
5096053,K04331.01,,CANDIDATE,1.717859841,,,,
8953414,K04332.01,,FALSE POSITIVE,2.665885440,,,,
2576962,K04333.01,,CANDIDATE,309.255810000,,,,
10140274,K04334.01,,CANDIDATE,2.442323990,,,,
10730070,K04335.01,Kepler-1590 b,CONFIRMED,7.617581980,,,,
4458109,K04336.01,,FALSE POSITIVE,41.477908000,,,,
8573193,K04337.01,Kepler-1591 b,CONFIRMED,8.185048590,,,,
9240664,K04338.01,,FALSE POSITIVE,10.784385130,,,,
7281411,K04339.01,,FALSE POSITIVE,0.566804221,,,,
6528141,K04340.01,,FALSE POSITIVE,2.022658000,,,,
6792908,K04341.01,,CANDIDATE,10.778313000,,,,
7211879,K04342.01,,FALSE POSITIVE,0.594310785,,,,
8087812,K04343.01,,CANDIDATE,27.210680700,,,,
4863956,K04344.01,,FALSE POSITIVE,4.319781050,,,,
10534155,K04345.01,,CANDIDATE,4.327108950,,,,
9509343,K04346.01,,CANDIDATE,6.392697780,,,,
3244792,K04347.01,Kepler-1592 b,CONFIRMED,3.057098200,,,,
8743082,K04348.01,,FALSE POSITIVE,365.259210000,,,,
9142742,K04349.01,,FALSE POSITIVE,372.726880000,,,,
11872139,K04350.01,,FALSE POSITIVE,1.756493460,,,,
5436161,K04351.01,,CANDIDATE,0.644322147,,,,
2708221,K04352.01,,FALSE POSITIVE,1.891250100,,,,
4571844,K04353.01,,CANDIDATE,17.807565600,,,,
5040223,K04354.01,,FALSE POSITIVE,0.996023763,,,,
4571004,K04355.01,,FALSE POSITIVE,36.616669000,,,,
4571004,K04355.02,,FALSE POSITIVE,21.131609000,,,,
4571004,K04355.03,,FALSE POSITIVE,81.675841000,,,,
4571004,K04355.04,,FALSE POSITIVE,28.546357400,,,,
4571004,K04355.05,,FALSE POSITIVE,72.563291000,,,,
8459663,K04356.01,Kepler-1593 b,CONFIRMED,174.510276000,,,,
3550372,K04357.01,,CANDIDATE,0.681180633,,,,
7191646,K04358.01,,CANDIDATE,106.957467000,,,,
1575873,K04359.01,,FALSE POSITIVE,0.629001455,,,,
10669994,K04360.01,Kepler-1594 b,CONFIRMED,2.716036640,,,,
7801070,K04361.01,,CANDIDATE,75.878134400,,,,
11449918,K04362.01,,FALSE POSITIVE,374.590030000,,,,
9776794,K04363.01,,CANDIDATE,18.222117680,,,,
7427764,K04364.01,Kepler-1595 b,CONFIRMED,4.563836970,,,,
4754831,K04365.01,,FALSE POSITIVE,55.119831000,,,,
4754831,K04365.02,,FALSE POSITIVE,25.641611700,,,,
4754831,K04365.03,,FALSE POSITIVE,75.681309000,,,,
10647452,K04366.01,,CANDIDATE,0.762950224,,,,
4773392,K04367.01,,CANDIDATE,170.995748000,,,,
5471489,K04368.01,,FALSE POSITIVE,12.425273500,,,,
5471489,K04368.02,,FALSE POSITIVE,39.282040500,,,,
9011874,K04369.01,,FALSE POSITIVE,361.545612490,,,,
12407623,K04370.01,,FALSE POSITIVE,1.181165291,,,,
11444514,K04371.01,Kepler-1596 b,CONFIRMED,66.373298000,,,,
9702006,K04372.01,,CANDIDATE,6.245646330,,,,
6778008,K04373.01,,FALSE POSITIVE,0.945829261,,,,
10991114,K04374.01,,CANDIDATE,3.703867410,,,,
11969092,K04375.01,,FALSE POSITIVE,0.638437699,,,,
2570773,K04376.01,,FALSE POSITIVE,1.891285100,,,,
4945764,K04377.01,,CANDIDATE,19.875135500,,,,
6356885,K04378.01,,FALSE POSITIVE,343.420460000,,,,
7703910,K04379.01,,FALSE POSITIVE,1.275511306,,,,
7777818,K04380.01,,FALSE POSITIVE,5.781599560,,,,
9851360,K04381.01,,FALSE POSITIVE,8.480501900,,,,
6937529,K04382.01,Kepler-1597 b,CONFIRMED,2.946489350,,,,
6937529,K04382.02,,CANDIDATE,3.981670880,,,,
9883606,K04383.01,Kepler-1598 b,CONFIRMED,4.341953120,,,,
9883606,K04383.02,,CANDIDATE,2.583938410,,,,
5860968,K04384.01,Kepler-1599 b,CONFIRMED,122.358116000,,,,
3645438,K04385.01,,CANDIDATE,7.298142000,,,,
3645438,K04385.02,Kepler-1600 b,CONFIRMED,386.370512000,,,,
3645438,K04385.03,,CANDIDATE,17.369511200,,,,
8480582,K04386.01,,CANDIDATE,18.501089800,,,,
2830919,K04387.01,,FALSE POSITIVE,1.540389140,,,,
9588822,K04388.01,,FALSE POSITIVE,71.762363020,,,,
9588822,K04388.02,,CANDIDATE,61.858947000,,,,
2997459,K04389.01,,CANDIDATE,16.336886300,,,,
8330207,K04390.01,,CANDIDATE,1.636682620,,,,
6359926,K04391.01,,CANDIDATE,49.474696600,,,,
6629993,K04392.01,,FALSE POSITIVE,118.609553000,,,,
8324518,K04393.01,,CANDIDATE,1.628882670,,,,
10427700,K04394.01,,FALSE POSITIVE,0.616386349,,,,
3103473,K04395.01,,CANDIDATE,1.920062587,,,,
11296045,K04396.01,,FALSE POSITIVE,88.913231390,,,,
11296045,K04396.02,,FALSE POSITIVE,46.077150100,,,,
11296045,K04396.03,,FALSE POSITIVE,42.624233290,,,,
11296045,K04396.04,,CANDIDATE,437.515861390,,,,
3247503,K04397.01,,FALSE POSITIVE,0.447861451,,,,
5802637,K04398.01,,CANDIDATE,7.342246700,,,,
8345384,K04399.01,,CANDIDATE,42.100335100,,,,
2831055,K04400.01,Kepler-1601 b,CONFIRMED,2.209231190,,,,
11044826,K04401.01,,FALSE POSITIVE,260.548320000,,,,
6681687,K04402.01,,FALSE POSITIVE,370.476780000,,,,
7703882,K04403.01,,CANDIDATE,5.883502510,,,,
8106112,K04404.01,,FALSE POSITIVE,316.577470000,,,,
10745365,K04405.01,,CANDIDATE,8.917286300,,,,
5563937,K04406.01,,FALSE POSITIVE,0.519437968,,,,
8396660,K04407.01,,CANDIDATE,1.338070750,,,,
10736179,K04408.01,,FALSE POSITIVE,1.105095798,,,,
5308537,K04409.01,,CANDIDATE,14.265154500,,,,
6350882,K04410.01,,CANDIDATE,5.044043660,,,,
5281113,K04411.01,Kepler-1602 b,CONFIRMED,11.179315810,,,,
7847104,K04412.01,,FALSE POSITIVE,1.284991846,,,,
6891513,K04413.01,,FALSE POSITIVE,9.939827200,,,,
4579598,K04414.01,,FALSE POSITIVE,0.866346000,,,,
7777522,K04415.01,,FALSE POSITIVE,0.885129679,,,,
9305012,K04416.01,,FALSE POSITIVE,56.898749000,,,,
9597729,K04417.01,,FALSE POSITIVE,0.438153876,,,,
9597729,K04417.02,,FALSE POSITIVE,0.876305040,,,,
2859893,K04418.01,,CANDIDATE,333.038420000,,,,
7582691,K04419.01,,CANDIDATE,0.259819659,,,,
7031942,K04420.01,,FALSE POSITIVE,0.566795467,,,,
9836563,K04421.01,,CANDIDATE,4.726931310,,,,
9836563,K04421.02,,CANDIDATE,6.559536800,,,,
10155321,K04422.01,,FALSE POSITIVE,15.705388000,,,,
10155321,K04422.02,,FALSE POSITIVE,0.710592390,,,,
3866536,K04423.01,,FALSE POSITIVE,7.652707460,,,,
7046035,K04424.01,Kepler-1603 b,CONFIRMED,2.271649520,,,,
4679314,K04425.01,,FALSE POSITIVE,3.848357420,,,,
8240790,K04426.01,,CANDIDATE,369.132360000,,,,
4172805,K04427.01,,CANDIDATE,147.661729000,,,,
5126182,K04428.01,,CANDIDATE,13.002917160,,,,
4584865,K04429.01,,FALSE POSITIVE,1.752540870,,,,
9642018,K04430.01,,CANDIDATE,0.505111993,,,,
9936080,K04431.01,,CANDIDATE,19.565080100,,,,
9936080,K04431.02,,FALSE POSITIVE,355.799780000,,,,
8611344,K04432.01,,FALSE POSITIVE,410.993890000,,,,
9518651,K04433.01,,FALSE POSITIVE,2.178237520,,,,
2305311,K04434.01,,FALSE POSITIVE,1.404674486,,,,
8278685,K04435.01,,CANDIDATE,10.861416300,,,,
8278685,K04435.02,,CANDIDATE,17.869375900,,,,
8308260,K04436.01,,FALSE POSITIVE,0.973160836,,,,
8492101,K04437.01,,FALSE POSITIVE,4.059437490,,,,
6343576,K04438.01,,FALSE POSITIVE,6.399037780,,,,
9899630,K04439.01,,FALSE POSITIVE,1.332584550,,,,
4367528,K04440.01,,FALSE POSITIVE,350.810290000,,,,
8416523,K04441.01,Kepler-1604 b,CONFIRMED,0.341842017,,,,
11124436,K04442.01,,CANDIDATE,13.948219700,,,,
5780855,K04443.01,,CANDIDATE,5.675779990,,,,
11718389,K04444.01,,CANDIDATE,5.943734920,,,,
11124703,K04445.01,,FALSE POSITIVE,244.603730000,,,,
10329196,K04446.01,Kepler-1605 b,CONFIRMED,85.756791900,,,,
10604592,K04447.01,,CANDIDATE,2.186601880,,,,
5437348,K04448.01,,FALSE POSITIVE,35.945188000,,,,
8429668,K04449.01,,FALSE POSITIVE,5.007493780,,,,
7429240,K04450.01,Kepler-1606 b,CONFIRMED,196.436796000,,,,
10120548,K04451.01,,CANDIDATE,8.830368100,,,,
4474462,K04452.01,,CANDIDATE,12.857558950,,,,
10729472,K04453.01,,FALSE POSITIVE,357.130890000,,,,
10729472,K04453.02,,FALSE POSITIVE,0.834422820,,,,
6200612,K04454.01,,FALSE POSITIVE,370.506840000,,,,
9777200,K04455.01,,FALSE POSITIVE,1.332580225,,,,
3557560,K04456.01,,CANDIDATE,7.429932200,,,,
12109267,K04457.01,,CANDIDATE,79.334347000,,,,
8652577,K04458.01,,FALSE POSITIVE,358.818895000,,,,
8804937,K04459.01,,FALSE POSITIVE,181.353700000,,,,
9947389,K04460.01,,CANDIDATE,284.727213000,,,,
11912987,K04461.01,,FALSE POSITIVE,3.747866940,,,,
9775385,K04462.01,,CANDIDATE,45.163025000,,,,
6197344,K04463.01,,CANDIDATE,36.761401100,,,,
11357664,K04464.01,,CANDIDATE,4.373570433,,,,
2576224,K04465.01,,FALSE POSITIVE,2.217010250,,,,
7272132,K04466.01,,CANDIDATE,154.674369000,,,,
5352640,K04467.01,,CANDIDATE,2.942423230,,,,
4157052,K04468.01,,FALSE POSITIVE,0.791771167,,,,
10006641,K04469.01,,FALSE POSITIVE,0.894172544,,,,
10815916,K04470.01,,FALSE POSITIVE,1.682076240,,,,
8955709,K04471.01,,FALSE POSITIVE,0.942997994,,,,
7031430,K04472.01,,FALSE POSITIVE,0.566796775,,,,
7133294,K04473.01,Kepler-1607 b,CONFIRMED,13.647121100,,,,
4381429,K04474.01,Kepler-1608 b,CONFIRMED,16.473474000,,,,
11912916,K04475.01,,FALSE POSITIVE,3.747883220,,,,
3732894,K04476.01,,FALSE POSITIVE,1.540379557,,,,
6276791,K04477.01,,CANDIDATE,5.301797860,,,,
6276791,K04477.02,,CANDIDATE,9.328679520,,,,
8636600,K04478.01,,CANDIDATE,6.386712060,,,,
3644602,K04479.01,,FALSE POSITIVE,359.083680000,,,,
10467714,K04480.01,,CANDIDATE,58.748862900,,,,
11912941,K04481.01,,FALSE POSITIVE,3.747843740,,,,
7778427,K04482.01,,CANDIDATE,5.382992840,,,,
6525106,K04483.01,,FALSE POSITIVE,1.710281170,,,,
9898017,K04484.01,,CANDIDATE,2.297948190,,,,
8613218,K04485.01,,FALSE POSITIVE,368.115810000,,,,
8548069,K04486.01,,FALSE POSITIVE,368.524660000,,,,
8098212,K04487.01,,CANDIDATE,3.487541090,,,,
6721380,K04488.01,,FALSE POSITIVE,6.441739950,,,,
7694615,K04489.01,,FALSE POSITIVE,0.631106722,,,,
6201203,K04490.01,,FALSE POSITIVE,176.173770000,,,,
4556468,K04491.01,Kepler-1609 b,CONFIRMED,114.336052000,,,,
9222516,K04492.01,,FALSE POSITIVE,0.639380620,,,,
3953173,K04493.01,,FALSE POSITIVE,2.417959110,,,,
8037926,K04494.01,,FALSE POSITIVE,183.854867000,,,,
5552562,K04495.01,,CANDIDATE,5.932182090,,,,
6186182,K04496.01,,CANDIDATE,96.384483000,,,,
12645057,K04497.01,,CANDIDATE,6.830062280,,,,
4844367,K04498.01,,CANDIDATE,17.162258700,,,,
10937749,K04499.01,,CANDIDATE,5.198986150,,,,
9100953,K04500.01,Kepler-1610 b,CONFIRMED,8.701796110,,,,
9100953,K04500.02,,CANDIDATE,44.985188500,,,,
9100953,K04500.03,,CANDIDATE,14.751006800,,,,
8109107,K04501.01,,FALSE POSITIVE,6.674105770,,,,
6200529,K04502.01,,FALSE POSITIVE,374.924780000,,,,
10907132,K04503.01,,CANDIDATE,5.890895090,,,,
6520753,K04504.01,,CANDIDATE,4.130298320,,,,
6520753,K04504.02,,CANDIDATE,8.119343000,,,,
8493354,K04505.01,,CANDIDATE,18.007143800,,,,
4545570,K04506.01,,CANDIDATE,5.604731150,,,,
7598111,K04507.01,,FALSE POSITIVE,132.778041000,,,,
5457326,K04508.01,,CANDIDATE,2.499153110,,,,
11350118,K04509.01,,CANDIDATE,12.003678000,,,,
11671579,K04510.01,Kepler-1611 b,CONFIRMED,5.176249970,,,,
11553598,K04511.01,,FALSE POSITIVE,370.620710000,,,,
12069414,K04512.01,,FALSE POSITIVE,0.589458602,,,,
9216775,K04513.01,Kepler-1612 b,CONFIRMED,3.917946760,,,,
5783732,K04514.01,,FALSE POSITIVE,373.432330000,,,,
7900100,K04515.01,,FALSE POSITIVE,397.737810000,,,,
9849884,K04516.01,,FALSE POSITIVE,5.357451210,,,,
11243547,K04517.01,,FALSE POSITIVE,2.161326620,,,,
7032001,K04518.01,,FALSE POSITIVE,0.566810643,,,,
10003058,K04519.01,,CANDIDATE,148.568877000,,,,
9031703,K04520.01,,CANDIDATE,9.333548600,,,,
6199864,K04521.01,,FALSE POSITIVE,262.477098000,,,,
9577855,K04522.01,,FALSE POSITIVE,2.210305720,,,,
8700895,K04523.01,,CANDIDATE,5.682516050,,,,
5003670,K04524.01,,CANDIDATE,7.991446960,,,,
5003670,K04524.02,,CANDIDATE,4.526287390,,,,
5003670,K04524.03,,CANDIDATE,3.339309570,,,,
9171886,K04525.01,,FALSE POSITIVE,369.798500000,,,,
3765917,K04526.01,,CANDIDATE,30.539293100,,,,
3765917,K04526.02,,CANDIDATE,11.818728800,,,,
3438976,K04527.01,,FALSE POSITIVE,2.975993680,,,,
7833305,K04528.01,,CANDIDATE,8.312244740,,,,
6610064,K04529.01,,FALSE POSITIVE,0.584148495,,,,
12647577,K04530.01,,CANDIDATE,12.636204800,,,,
6437226,K04531.01,,FALSE POSITIVE,372.626370000,,,,
2710623,K04532.01,,FALSE POSITIVE,1.020878310,,,,
3330684,K04533.01,,FALSE POSITIVE,1.261327690,,,,
7699298,K04534.01,,FALSE POSITIVE,1.157814100,,,,
3547760,K04535.01,,FALSE POSITIVE,9.848091700,,,,
3547760,K04535.02,,CANDIDATE,5.789019360,,,,
7281484,K04536.01,,FALSE POSITIVE,0.566800593,,,,
4848115,K04537.01,,FALSE POSITIVE,0.969602551,,,,
5991765,K04538.01,,FALSE POSITIVE,9.258012940,,,,
3962872,K04539.01,,FALSE POSITIVE,25.955404400,,,,
12108293,K04540.01,,FALSE POSITIVE,0.705455349,,,,
5511659,K04541.01,,CANDIDATE,8.529122300,,,,
5511659,K04541.02,,CANDIDATE,17.236085000,,,,
9640946,K04542.01,,FALSE POSITIVE,1.089060570,,,,
9776186,K04543.01,,FALSE POSITIVE,1.489221870,,,,
10220950,K04544.01,,FALSE POSITIVE,158.348345000,,,,
10140122,K04545.01,,CANDIDATE,0.849362238,,,,
5033823,K04546.01,,CANDIDATE,0.741768294,,,,
10342316,K04547.01,,FALSE POSITIVE,0.933769620,,,,
3223433,K04548.01,,CANDIDATE,61.083322000,,,,
6523058,K04549.01,,CANDIDATE,2.048158200,,,,
